 Loading checkpoint shards:   0%|                                                                                                                                                | 0/2 [00:00<?, ?it/s] Loading checkpoint shards:  50%|████████████████████████████████████████████████████████████████████                                                                    | 1/2 [00:01<00:01,  1.47s/it] Loading checkpoint shards: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 2/2 [00:02<00:00,  1.32s/it] Loading checkpoint shards: 100%|████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████████| 2/2 [00:02<00:00,  1.34s/it]
The following generation flags are not valid and may be ignored: ['temperature', 'top_p', 'top_k']. Set `TRANSFORMERS_VERBOSITY=info` for more details.
{"written": 932, "sample_id": "vlguard:HOD_img_hod_009633:1:unsafe_instruction", "latency_ms": 283.3, "peak_vram_gib": 7.629}
{"written": 933, "sample_id": "vlguard:HOD_img_hod_006942:0:safe_instruction", "latency_ms": 301.5, "peak_vram_gib": 7.714}
{"written": 934, "sample_id": "vlguard:HOD_img_hod_006942:1:unsafe_instruction", "latency_ms": 294.4, "peak_vram_gib": 7.678}
{"written": 935, "sample_id": "vlguard:HOD_img_hod_002571:0:unsafe_image", "latency_ms": 289.4, "peak_vram_gib": 7.626}
{"written": 936, "sample_id": "vlguard:HOD_img_hod_005149:0:safe_instruction", "latency_ms": 287.7, "peak_vram_gib": 7.644}
{"written": 937, "sample_id": "vlguard:HOD_img_hod_005149:1:unsafe_instruction", "latency_ms": 283.4, "peak_vram_gib": 7.637}
{"written": 938, "sample_id": "vlguard:HOD_img_hod_007065:0:unsafe_image", "latency_ms": 373.9, "peak_vram_gib": 7.753}
{"written": 939, "sample_id": "vlguard:HOD_img_hod_001913:0:unsafe_image", "latency_ms": 289.0, "peak_vram_gib": 7.652}
{"written": 940, "sample_id": "vlguard:HOD_img_hod_001666:0:safe_instruction", "latency_ms": 285.3, "peak_vram_gib": 7.631}
{"written": 941, "sample_id": "vlguard:HOD_img_hod_001666:1:unsafe_instruction", "latency_ms": 287.0, "peak_vram_gib": 7.639}
{"written": 942, "sample_id": "vlguard:HOD_img_hod_000220:0:safe_instruction", "latency_ms": 313.2, "peak_vram_gib": 7.733}
{"written": 943, "sample_id": "vlguard:HOD_img_hod_000220:1:unsafe_instruction", "latency_ms": 275.2, "peak_vram_gib": 7.602}
{"written": 944, "sample_id": "vlguard:HOD_img_hod_004552:0:safe_instruction", "latency_ms": 275.4, "peak_vram_gib": 7.623}
{"written": 945, "sample_id": "vlguard:HOD_img_hod_004552:1:unsafe_instruction", "latency_ms": 294.2, "peak_vram_gib": 7.691}
{"written": 946, "sample_id": "vlguard:HOD_img_hod_009887:0:unsafe_image", "latency_ms": 294.0, "peak_vram_gib": 7.722}
{"written": 947, "sample_id": "vlguard:HOD_img_hod_004040:0:unsafe_image", "latency_ms": 312.9, "peak_vram_gib": 7.691}
{"written": 948, "sample_id": "vlguard:HOD_img_hod_003910:0:safe_instruction", "latency_ms": 283.4, "peak_vram_gib": 7.642}
{"written": 949, "sample_id": "vlguard:HOD_img_hod_003910:1:unsafe_instruction", "latency_ms": 283.0, "peak_vram_gib": 7.636}
{"written": 950, "sample_id": "vlguard:HOD_img_hod_001250:0:unsafe_image", "latency_ms": 310.7, "peak_vram_gib": 7.753}
{"written": 951, "sample_id": "vlguard:HOD_img_hod_009269:0:safe_instruction", "latency_ms": 272.7, "peak_vram_gib": 7.602}
{"written": 952, "sample_id": "vlguard:HOD_img_hod_009269:1:unsafe_instruction", "latency_ms": 287.1, "peak_vram_gib": 7.651}
{"written": 953, "sample_id": "vlguard:HOD_img_hod_008641:0:unsafe_image", "latency_ms": 293.3, "peak_vram_gib": 7.708}
{"written": 954, "sample_id": "vlguard:HOD_img_hod_006585:0:safe_instruction", "latency_ms": 282.8, "peak_vram_gib": 7.639}
{"written": 955, "sample_id": "vlguard:HOD_img_hod_006585:1:unsafe_instruction", "latency_ms": 292.2, "peak_vram_gib": 7.698}
{"written": 956, "sample_id": "vlguard:HOD_img_hod_000258:0:safe_instruction", "latency_ms": 290.0, "peak_vram_gib": 7.669}
{"written": 957, "sample_id": "vlguard:HOD_img_hod_000258:1:unsafe_instruction", "latency_ms": 289.8, "peak_vram_gib": 7.68}
{"written": 958, "sample_id": "vlguard:HOD_img_hod_008140:0:unsafe_image", "latency_ms": 287.8, "peak_vram_gib": 7.67}
{"written": 959, "sample_id": "vlguard:HOD_img_hod_001170:0:unsafe_image", "latency_ms": 282.8, "peak_vram_gib": 7.642}
{"written": 960, "sample_id": "vlguard:HOD_img_hod_002984:0:safe_instruction", "latency_ms": 274.4, "peak_vram_gib": 7.608}
{"written": 961, "sample_id": "vlguard:HOD_img_hod_002984:1:unsafe_instruction", "latency_ms": 290.1, "peak_vram_gib": 7.639}
{"written": 962, "sample_id": "vlguard:HOD_img_hod_001694:0:safe_instruction", "latency_ms": 287.7, "peak_vram_gib": 7.631}
{"written": 963, "sample_id": "vlguard:HOD_img_hod_001694:1:unsafe_instruction", "latency_ms": 283.9, "peak_vram_gib": 7.63}
{"written": 964, "sample_id": "vlguard:HOD_img_hod_006849:0:safe_instruction", "latency_ms": 291.3, "peak_vram_gib": 7.652}
{"written": 965, "sample_id": "vlguard:HOD_img_hod_006849:1:unsafe_instruction", "latency_ms": 285.0, "peak_vram_gib": 7.623}
{"written": 966, "sample_id": "vlguard:HOD_img_hod_001133:0:unsafe_image", "latency_ms": 295.3, "peak_vram_gib": 7.715}
{"written": 967, "sample_id": "vlguard:HOD_img_hod_009471:0:safe_instruction", "latency_ms": 293.2, "peak_vram_gib": 7.691}
{"written": 968, "sample_id": "vlguard:HOD_img_hod_009471:1:unsafe_instruction", "latency_ms": 289.0, "peak_vram_gib": 7.65}
{"written": 969, "sample_id": "vlguard:HOD_img_hod_009703:0:unsafe_image", "latency_ms": 283.2, "peak_vram_gib": 7.631}
{"written": 970, "sample_id": "vlguard:HOD_img_hod_004491:0:safe_instruction", "latency_ms": 292.6, "peak_vram_gib": 7.655}
{"written": 971, "sample_id": "vlguard:HOD_img_hod_004491:1:unsafe_instruction", "latency_ms": 317.6, "peak_vram_gib": 7.774}
{"written": 972, "sample_id": "vlguard:HOD_img_hod_010546:0:unsafe_image", "latency_ms": 284.5, "peak_vram_gib": 7.63}
{"written": 973, "sample_id": "vlguard:HOD_img_hod_008031:0:unsafe_image", "latency_ms": 283.4, "peak_vram_gib": 7.64}
{"written": 974, "sample_id": "vlguard:HOD_img_hod_005600:0:unsafe_image", "latency_ms": 288.4, "peak_vram_gib": 7.652}
{"written": 975, "sample_id": "vlguard:HOD_img_hod_010387:0:unsafe_image", "latency_ms": 283.9, "peak_vram_gib": 7.626}
{"written": 976, "sample_id": "vlguard:HOD_img_hod_003654:0:unsafe_image", "latency_ms": 315.5, "peak_vram_gib": 7.604}
{"written": 977, "sample_id": "vlguard:HOD_img_hod_004514:0:safe_instruction", "latency_ms": 286.7, "peak_vram_gib": 7.653}
{"written": 978, "sample_id": "vlguard:HOD_img_hod_004514:1:unsafe_instruction", "latency_ms": 291.6, "peak_vram_gib": 7.691}
{"written": 979, "sample_id": "vlguard:HOD_img_hod_007187:0:safe_instruction", "latency_ms": 285.1, "peak_vram_gib": 7.629}
{"written": 980, "sample_id": "vlguard:HOD_img_hod_007187:1:unsafe_instruction", "latency_ms": 282.7, "peak_vram_gib": 7.631}
{"written": 981, "sample_id": "vlguard:HOD_img_hod_010577:0:unsafe_image", "latency_ms": 294.0, "peak_vram_gib": 7.734}
{"written": 982, "sample_id": "vlguard:HOD_img_hod_004389:0:safe_instruction", "latency_ms": 273.9, "peak_vram_gib": 7.607}
{"written": 983, "sample_id": "vlguard:HOD_img_hod_004389:1:unsafe_instruction", "latency_ms": 286.1, "peak_vram_gib": 7.623}
{"written": 984, "sample_id": "vlguard:HOD_img_hod_001742:0:unsafe_image", "latency_ms": 367.5, "peak_vram_gib": 8.019}
{"written": 985, "sample_id": "vlguard:HOD_img_hod_009545:0:unsafe_image", "latency_ms": 271.2, "peak_vram_gib": 7.623}
{"written": 986, "sample_id": "vlguard:HOD_img_hod_004068:0:unsafe_image", "latency_ms": 285.9, "peak_vram_gib": 7.632}
{"written": 987, "sample_id": "vlguard:HOD_img_hod_009994:0:unsafe_image", "latency_ms": 284.9, "peak_vram_gib": 7.63}
{"written": 988, "sample_id": "vlguard:HOD_img_hod_001902:0:unsafe_image", "latency_ms": 286.6, "peak_vram_gib": 7.631}
{"written": 989, "sample_id": "vlguard:HOD_img_hod_000018:0:unsafe_image", "latency_ms": 312.6, "peak_vram_gib": 7.76}
{"written": 990, "sample_id": "vlguard:HOD_img_hod_006559:0:safe_instruction", "latency_ms": 286.5, "peak_vram_gib": 7.658}
{"written": 991, "sample_id": "vlguard:HOD_img_hod_006559:1:unsafe_instruction", "latency_ms": 273.4, "peak_vram_gib": 7.599}
{"written": 992, "sample_id": "vlguard:HOD_img_hod_008560:0:unsafe_image", "latency_ms": 282.3, "peak_vram_gib": 7.632}
{"written": 993, "sample_id": "vlguard:HOD_img_hod_005158:0:unsafe_image", "latency_ms": 291.5, "peak_vram_gib": 7.698}
{"written": 994, "sample_id": "vlguard:HOD_img_hod_001755:0:safe_instruction", "latency_ms": 286.0, "peak_vram_gib": 7.653}
{"written": 995, "sample_id": "vlguard:HOD_img_hod_001755:1:unsafe_instruction", "latency_ms": 282.8, "peak_vram_gib": 7.632}
{"written": 996, "sample_id": "vlguard:HOD_img_hod_000121:0:unsafe_image", "latency_ms": 299.1, "peak_vram_gib": 7.715}
{"written": 997, "sample_id": "vlguard:HOD_img_hod_006877:0:safe_instruction", "latency_ms": 287.7, "peak_vram_gib": 7.676}
{"written": 998, "sample_id": "vlguard:HOD_img_hod_006877:1:unsafe_instruction", "latency_ms": 285.3, "peak_vram_gib": 7.638}
{"written": 999, "sample_id": "vlguard:HOD_img_hod_004405:0:safe_instruction", "latency_ms": 290.8, "peak_vram_gib": 7.681}
{"written": 1000, "sample_id": "vlguard:HOD_img_hod_004405:1:unsafe_instruction", "latency_ms": 287.1, "peak_vram_gib": 7.649}
{"written": 1001, "sample_id": "vlguard:12396:0:unsafe_image", "latency_ms": 288.4, "peak_vram_gib": 7.658}
{"written": 1002, "sample_id": "vlguard:98613:0:unsafe_image", "latency_ms": 282.1, "peak_vram_gib": 7.639}
{"written": 1003, "sample_id": "vlguard:49873:0:safe_instruction", "latency_ms": 309.7, "peak_vram_gib": 7.738}
{"written": 1004, "sample_id": "vlguard:49873:1:unsafe_instruction", "latency_ms": 283.9, "peak_vram_gib": 7.63}
{"written": 1005, "sample_id": "vlguard:79625:0:unsafe_image", "latency_ms": 285.2, "peak_vram_gib": 7.639}
{"written": 1006, "sample_id": "vlguard:35704:0:unsafe_image", "latency_ms": 278.3, "peak_vram_gib": 7.602}
{"written": 1007, "sample_id": "vlguard:91748:0:safe_instruction", "latency_ms": 284.8, "peak_vram_gib": 7.632}
{"written": 1008, "sample_id": "vlguard:91748:1:unsafe_instruction", "latency_ms": 292.5, "peak_vram_gib": 7.639}
{"written": 1009, "sample_id": "vlguard:15023:0:unsafe_image", "latency_ms": 273.5, "peak_vram_gib": 7.597}
{"written": 1010, "sample_id": "vlguard:04519:0:unsafe_image", "latency_ms": 282.8, "peak_vram_gib": 7.63}
{"written": 1011, "sample_id": "vlguard:96725:0:unsafe_image", "latency_ms": 285.0, "peak_vram_gib": 7.63}
{"written": 1012, "sample_id": "vlguard:72390:0:unsafe_image", "latency_ms": 287.5, "peak_vram_gib": 7.68}
{"written": 1013, "sample_id": "vlguard:12089:0:safe_instruction", "latency_ms": 288.5, "peak_vram_gib": 7.676}
{"written": 1014, "sample_id": "vlguard:12089:1:unsafe_instruction", "latency_ms": 284.0, "peak_vram_gib": 7.631}
{"written": 1015, "sample_id": "vlguard:47280:0:unsafe_image", "latency_ms": 289.9, "peak_vram_gib": 7.685}
{"written": 1016, "sample_id": "vlguard:71420:0:unsafe_image", "latency_ms": 273.4, "peak_vram_gib": 7.603}
{"written": 1017, "sample_id": "vlguard:86930:0:unsafe_image", "latency_ms": 287.9, "peak_vram_gib": 7.644}
{"written": 1018, "sample_id": "vlguard:75431:0:unsafe_image", "latency_ms": 279.4, "peak_vram_gib": 7.605}
{"written": 1019, "sample_id": "vlguard:28364:0:unsafe_image", "latency_ms": 292.9, "peak_vram_gib": 7.696}
{"written": 1020, "sample_id": "vlguard:35079:0:safe_instruction", "latency_ms": 287.2, "peak_vram_gib": 7.653}
{"written": 1021, "sample_id": "vlguard:35079:1:unsafe_instruction", "latency_ms": 308.1, "peak_vram_gib": 7.743}
{"written": 1022, "sample_id": "vlguard:52871:0:unsafe_image", "latency_ms": 327.5, "peak_vram_gib": 7.65}
{"written": 1023, "sample_id": "vlguard:95027:0:unsafe_image", "latency_ms": 283.9, "peak_vram_gib": 7.629}
{"written": 1024, "sample_id": "vlguard:96145:0:unsafe_image", "latency_ms": 285.2, "peak_vram_gib": 7.649}
{"written": 1025, "sample_id": "vlguard:70498:0:safe_instruction", "latency_ms": 290.9, "peak_vram_gib": 7.691}
{"written": 1026, "sample_id": "vlguard:70498:1:unsafe_instruction", "latency_ms": 289.1, "peak_vram_gib": 7.689}
{"written": 1027, "sample_id": "vlguard:19623:0:unsafe_image", "latency_ms": 282.7, "peak_vram_gib": 7.639}
{"written": 1028, "sample_id": "vlguard:92108:0:unsafe_image", "latency_ms": 279.8, "peak_vram_gib": 7.602}
{"written": 1029, "sample_id": "vlguard:78502:0:unsafe_image", "latency_ms": 299.5, "peak_vram_gib": 7.704}
{"written": 1030, "sample_id": "vlguard:41082:0:unsafe_image", "latency_ms": 284.6, "peak_vram_gib": 7.638}
{"written": 1031, "sample_id": "vlguard:32698:0:unsafe_image", "latency_ms": 282.4, "peak_vram_gib": 7.6}
{"written": 1032, "sample_id": "vlguard:28791:0:unsafe_image", "latency_ms": 286.5, "peak_vram_gib": 7.656}
{"written": 1033, "sample_id": "vlguard:84135:0:safe_instruction", "latency_ms": 293.8, "peak_vram_gib": 7.657}
{"written": 1034, "sample_id": "vlguard:84135:1:unsafe_instruction", "latency_ms": 281.4, "peak_vram_gib": 7.64}
{"written": 1035, "sample_id": "vlguard:59076:0:unsafe_image", "latency_ms": 376.9, "peak_vram_gib": 7.75}
{"written": 1036, "sample_id": "vlguard:04632:0:unsafe_image", "latency_ms": 283.2, "peak_vram_gib": 7.629}
{"written": 1037, "sample_id": "vlguard:58317:0:unsafe_image", "latency_ms": 282.8, "peak_vram_gib": 7.638}
{"written": 1038, "sample_id": "vlguard:50416:0:unsafe_image", "latency_ms": 296.1, "peak_vram_gib": 7.626}
{"written": 1039, "sample_id": "vlguard:65803:0:safe_instruction", "latency_ms": 299.8, "peak_vram_gib": 7.724}
{"written": 1040, "sample_id": "vlguard:65803:1:unsafe_instruction", "latency_ms": 462.2, "peak_vram_gib": 8.02}
{"written": 1041, "sample_id": "vlguard:43256:0:unsafe_image", "latency_ms": 295.8, "peak_vram_gib": 7.69}
{"written": 1042, "sample_id": "vlguard:72618:0:unsafe_image", "latency_ms": 290.3, "peak_vram_gib": 7.684}
{"written": 1043, "sample_id": "vlguard:63198:0:safe_instruction", "latency_ms": 288.2, "peak_vram_gib": 7.637}
{"written": 1044, "sample_id": "vlguard:63198:1:unsafe_instruction", "latency_ms": 367.7, "peak_vram_gib": 8.019}
{"written": 1045, "sample_id": "vlguard:52798:0:safe_instruction", "latency_ms": 374.3, "peak_vram_gib": 7.657}
{"written": 1046, "sample_id": "vlguard:52798:1:unsafe_instruction", "latency_ms": 291.2, "peak_vram_gib": 7.67}
{"written": 1047, "sample_id": "vlguard:20634:0:unsafe_image", "latency_ms": 288.0, "peak_vram_gib": 7.656}
{"written": 1048, "sample_id": "vlguard:17934:0:unsafe_image", "latency_ms": 272.5, "peak_vram_gib": 7.605}
{"written": 1049, "sample_id": "vlguard:47652:0:safe_instruction", "latency_ms": 292.6, "peak_vram_gib": 7.706}
{"written": 1050, "sample_id": "vlguard:47652:1:unsafe_instruction", "latency_ms": 293.4, "peak_vram_gib": 7.733}
{"written": 1051, "sample_id": "vlguard:71563:0:unsafe_image", "latency_ms": 285.0, "peak_vram_gib": 7.625}
{"written": 1052, "sample_id": "vlguard:83124:0:safe_instruction", "latency_ms": 286.2, "peak_vram_gib": 7.644}
{"written": 1053, "sample_id": "vlguard:83124:1:unsafe_instruction", "latency_ms": 281.2, "peak_vram_gib": 7.642}
{"written": 1054, "sample_id": "vlguard:67209:0:unsafe_image", "latency_ms": 270.9, "peak_vram_gib": 7.599}
{"written": 1055, "sample_id": "vlguard:14056:0:unsafe_image", "latency_ms": 288.3, "peak_vram_gib": 7.669}
{"written": 1056, "sample_id": "vlguard:68439:0:unsafe_image", "latency_ms": 449.2, "peak_vram_gib": 8.019}
{"written": 1057, "sample_id": "vlguard:03742:0:unsafe_image", "latency_ms": 368.8, "peak_vram_gib": 7.691}
{"written": 1058, "sample_id": "vlguard:13649:0:unsafe_image", "latency_ms": 348.6, "peak_vram_gib": 7.668}
{"written": 1059, "sample_id": "vlguard:37950:0:safe_instruction", "latency_ms": 288.6, "peak_vram_gib": 7.683}
{"written": 1060, "sample_id": "vlguard:37950:1:unsafe_instruction", "latency_ms": 283.1, "peak_vram_gib": 7.63}
{"written": 1061, "sample_id": "vlguard:63195:0:unsafe_image", "latency_ms": 273.0, "peak_vram_gib": 7.606}
{"written": 1062, "sample_id": "vlguard:38794:0:unsafe_image", "latency_ms": 289.2, "peak_vram_gib": 7.649}
{"written": 1063, "sample_id": "vlguard:75396:0:safe_instruction", "latency_ms": 293.0, "peak_vram_gib": 7.678}
{"written": 1064, "sample_id": "vlguard:75396:1:unsafe_instruction", "latency_ms": 283.3, "peak_vram_gib": 7.631}
{"written": 1065, "sample_id": "vlguard:67018:0:unsafe_image", "latency_ms": 290.0, "peak_vram_gib": 7.678}
{"written": 1066, "sample_id": "vlguard:04957:0:unsafe_image", "latency_ms": 283.9, "peak_vram_gib": 7.629}
{"written": 1067, "sample_id": "vlguard:30495:0:unsafe_image", "latency_ms": 284.5, "peak_vram_gib": 7.639}
{"written": 1068, "sample_id": "vlguard:32795:0:safe_instruction", "latency_ms": 291.7, "peak_vram_gib": 7.691}
{"written": 1069, "sample_id": "vlguard:32795:1:unsafe_instruction", "latency_ms": 290.6, "peak_vram_gib": 7.692}
{"written": 1070, "sample_id": "vlguard:64019:0:unsafe_image", "latency_ms": 308.9, "peak_vram_gib": 7.674}
{"written": 1071, "sample_id": "vlguard:71543:0:unsafe_image", "latency_ms": 274.8, "peak_vram_gib": 7.6}
{"written": 1072, "sample_id": "vlguard:97406:0:unsafe_image", "latency_ms": 291.8, "peak_vram_gib": 7.642}
{"written": 1073, "sample_id": "vlguard:30624:0:safe_instruction", "latency_ms": 272.1, "peak_vram_gib": 7.623}
{"written": 1074, "sample_id": "vlguard:30624:1:unsafe_instruction", "latency_ms": 293.9, "peak_vram_gib": 7.649}
{"written": 1075, "sample_id": "vlguard:03612:0:unsafe_image", "latency_ms": 289.2, "peak_vram_gib": 7.637}
{"written": 1076, "sample_id": "vlguard:91570:0:unsafe_image", "latency_ms": 270.0, "peak_vram_gib": 7.623}
{"written": 1077, "sample_id": "vlguard:98341:0:safe_instruction", "latency_ms": 290.5, "peak_vram_gib": 7.637}
{"written": 1078, "sample_id": "vlguard:98341:1:unsafe_instruction", "latency_ms": 285.6, "peak_vram_gib": 7.639}
{"written": 1079, "sample_id": "vlguard:61479:0:unsafe_image", "latency_ms": 280.5, "peak_vram_gib": 7.604}
{"written": 1080, "sample_id": "vlguard:72398:0:unsafe_image", "latency_ms": 321.5, "peak_vram_gib": 7.733}
{"written": 1081, "sample_id": "vlguard:28164:0:unsafe_image", "latency_ms": 296.2, "peak_vram_gib": 7.649}
{"written": 1082, "sample_id": "vlguard:86035:0:unsafe_image", "latency_ms": 283.5, "peak_vram_gib": 7.631}
{"written": 1083, "sample_id": "vlguard:58976:0:safe_instruction", "latency_ms": 302.8, "peak_vram_gib": 7.68}
{"written": 1084, "sample_id": "vlguard:58976:1:unsafe_instruction", "latency_ms": 300.9, "peak_vram_gib": 7.63}
{"written": 1085, "sample_id": "vlguard:95608:0:safe_instruction", "latency_ms": 288.7, "peak_vram_gib": 7.664}
{"written": 1086, "sample_id": "vlguard:95608:1:unsafe_instruction", "latency_ms": 295.1, "peak_vram_gib": 7.64}
{"written": 1087, "sample_id": "vlguard:29348:0:unsafe_image", "latency_ms": 303.7, "peak_vram_gib": 7.639}
{"written": 1088, "sample_id": "vlguard:27961:0:unsafe_image", "latency_ms": 283.5, "peak_vram_gib": 7.638}
{"written": 1089, "sample_id": "vlguard:35726:0:unsafe_image", "latency_ms": 294.4, "peak_vram_gib": 7.639}
{"written": 1090, "sample_id": "vlguard:34682:0:unsafe_image", "latency_ms": 282.5, "peak_vram_gib": 7.625}
{"written": 1091, "sample_id": "vlguard:29035:0:unsafe_image", "latency_ms": 294.9, "peak_vram_gib": 7.63}
{"written": 1092, "sample_id": "vlguard:81642:0:unsafe_image", "latency_ms": 297.5, "peak_vram_gib": 7.671}
{"written": 1093, "sample_id": "vlguard:01834:0:unsafe_image", "latency_ms": 285.0, "peak_vram_gib": 7.637}
{"written": 1094, "sample_id": "vlguard:30497:0:unsafe_image", "latency_ms": 288.3, "peak_vram_gib": 7.653}
{"written": 1095, "sample_id": "vlguard:97401:0:unsafe_image", "latency_ms": 298.2, "peak_vram_gib": 7.63}
{"written": 1096, "sample_id": "vlguard:85129:0:unsafe_image", "latency_ms": 285.4, "peak_vram_gib": 7.631}
{"written": 1097, "sample_id": "vlguard:83259:0:unsafe_image", "latency_ms": 285.5, "peak_vram_gib": 7.623}
{"written": 1098, "sample_id": "vlguard:45196:0:unsafe_image", "latency_ms": 284.9, "peak_vram_gib": 7.63}
{"written": 1099, "sample_id": "vlguard:49205:0:unsafe_image", "latency_ms": 310.2, "peak_vram_gib": 7.747}
{"written": 1100, "sample_id": "vlguard:05827:0:safe_instruction", "latency_ms": 285.3, "peak_vram_gib": 7.631}
{"written": 1101, "sample_id": "vlguard:05827:1:unsafe_instruction", "latency_ms": 287.3, "peak_vram_gib": 7.648}
{"written": 1102, "sample_id": "vlguard:16584:0:unsafe_image", "latency_ms": 282.1, "peak_vram_gib": 7.606}
{"written": 1103, "sample_id": "vlguard:09786:0:safe_instruction", "latency_ms": 272.0, "peak_vram_gib": 7.623}
{"written": 1104, "sample_id": "vlguard:09786:1:unsafe_instruction", "latency_ms": 286.1, "peak_vram_gib": 7.65}
{"written": 1105, "sample_id": "vlguard:49052:0:unsafe_image", "latency_ms": 287.9, "peak_vram_gib": 7.652}
{"written": 1106, "sample_id": "vlguard:57129:0:unsafe_image", "latency_ms": 286.2, "peak_vram_gib": 7.65}
{"written": 1107, "sample_id": "vlguard:81549:0:unsafe_image", "latency_ms": 283.7, "peak_vram_gib": 7.63}
{"written": 1108, "sample_id": "vlguard:14579:0:unsafe_image", "latency_ms": 292.5, "peak_vram_gib": 7.704}
{"written": 1109, "sample_id": "vlguard:02183:0:safe_instruction", "latency_ms": 282.4, "peak_vram_gib": 7.626}
